study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB14744	SAMEA4082865	ERS1253975	ERX1606328	ERR1535500	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535500/ERR1535500.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535500/ERR1535500.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Arx_ESAC_TCGCAT20NACT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Arx_ESAC_TCGCAT20NACT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1535500	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1535500		
PRJEB14744	SAMEA4082866	ERS1253976	ERX1606329	ERR1535501	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1535501/ERR1535501.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1535501/ERR1535501.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Arx_ESAC_TCGCAT20NACT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Arx_ESAC_TCGCAT20NACT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1535501	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1535501		
PRJEB14744	SAMEA4082867	ERS1253977	ERX1606330	ERR1535502	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1535502/ERR1535502.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1535502/ERR1535502.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Arx_ESAC_TCGCAT20NACT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Arx_ESAC_TCGCAT20NACT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1535502	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1535502		
PRJEB14744	SAMEA4082868	ERS1253978	ERX1606331	ERR1535503	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1535503/ERR1535503.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1535503/ERR1535503.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Arx_ESAC_TCGCAT20NACT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Arx_ESAC_TCGCAT20NACT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1535503	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1535503		
PRJEB14744	SAMEA4082869	ERS1253979	ERX1606332	ERR1535504	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1535504/ERR1535504.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1535504/ERR1535504.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ARX_ESZ_TGCGTT20NTGC_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ARX_ESZ_TGCGTT20NTGC_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1535504	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1535504		
PRJEB14744	SAMEA4082870	ERS1253980	ERX1606333	ERR1535505	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1535505/ERR1535505.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1535505/ERR1535505.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ARX_ESZ_TGCGTT20NTGC_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ARX_ESZ_TGCGTT20NTGC_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1535505	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1535505		
PRJEB14744	SAMEA4082871	ERS1253981	ERX1606334	ERR1535506	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1535506/ERR1535506.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1535506/ERR1535506.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ARX_ESZ_TGCGTT20NTGC_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ARX_ESZ_TGCGTT20NTGC_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1535506	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1535506		
PRJEB14744	SAMEA4082872	ERS1253982	ERX1606335	ERR1535507	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1535507/ERR1535507.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1535507/ERR1535507.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ARX_ESZ_TGCGTT20NTGC_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ARX_ESZ_TGCGTT20NTGC_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1535507	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1535507		
PRJEB14744	SAMEA4082873	ERS1253983	ERX1606336	ERR1535508	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1535508/ERR1535508.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1535508/ERR1535508.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Ascl2_ESZ_TAGGGC20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Ascl2_ESZ_TAGGGC20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1535508	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1535508		
PRJEB14744	SAMEA4082874	ERS1253984	ERX1606337	ERR1535509	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1535509/ERR1535509.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1535509/ERR1535509.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Ascl2_ESZ_TAGGGC20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Ascl2_ESZ_TAGGGC20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1535509	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1535509		
PRJEB14744	SAMEA4082875	ERS1253985	ERX1606338	ERR1535510	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535510/ERR1535510.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535510/ERR1535510.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Ascl2_ESZ_TAGGGC20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Ascl2_ESZ_TAGGGC20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1535510	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1535510		
PRJEB14744	SAMEA4082876	ERS1253986	ERX1606339	ERR1535511	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1535511/ERR1535511.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1535511/ERR1535511.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Ascl2_ESZ_TAGGGC20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Ascl2_ESZ_TAGGGC20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1535511	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1535511		
PRJEB14744	SAMEA4082877	ERS1253987	ERX1606340	ERR1535512	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1535512/ERR1535512.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1535512/ERR1535512.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF4_ESW_TGGAAT20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF4_ESW_TGGAAT20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1535512	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1535512		
PRJEB14744	SAMEA4082878	ERS1253988	ERX1606341	ERR1535513	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1535513/ERR1535513.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1535513/ERR1535513.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF4_ESW_TGGAAT20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF4_ESW_TGGAAT20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1535513	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1535513		
PRJEB14744	SAMEA4082879	ERS1253989	ERX1606342	ERR1535514	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1535514/ERR1535514.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1535514/ERR1535514.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF4_ESW_TGGAAT20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF4_ESW_TGGAAT20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1535514	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1535514		
PRJEB14744	SAMEA4082880	ERS1253990	ERX1606343	ERR1535515	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1535515/ERR1535515.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1535515/ERR1535515.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF4_ESW_TGGAAT20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF4_ESW_TGGAAT20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1535515	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1535515		
PRJEB14744	SAMEA4082881	ERS1253991	ERX1606344	ERR1535516	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1535516/ERR1535516.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1535516/ERR1535516.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atf4_ESZ_TGCCGC20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atf4_ESZ_TGCCGC20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1535516	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1535516		
PRJEB14744	SAMEA4082882	ERS1253992	ERX1606345	ERR1535517	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1535517/ERR1535517.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1535517/ERR1535517.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atf4_ESZ_TGCCGC20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atf4_ESZ_TGCCGC20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1535517	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1535517		
PRJEB14744	SAMEA4082883	ERS1253993	ERX1606346	ERR1535518	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1535518/ERR1535518.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1535518/ERR1535518.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atf4_ESZ_TGCCGC20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atf4_ESZ_TGCCGC20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1535518	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1535518		
PRJEB14744	SAMEA4082884	ERS1253994	ERX1606347	ERR1535519	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1535519/ERR1535519.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1535519/ERR1535519.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atf4_ESZ_TGCCGC20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atf4_ESZ_TGCCGC20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1535519	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1535519		
PRJEB14744	SAMEA4082885	ERS1253995	ERX1606348	ERR1535520	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535520/ERR1535520.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535520/ERR1535520.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF7_ESAI_TGGGCG30NCGT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF7_ESAI_TGGGCG30NCGT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1535520	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1535520		
PRJEB14744	SAMEA4082886	ERS1253996	ERX1606349	ERR1535521	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1535521/ERR1535521.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1535521/ERR1535521.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF7_ESAI_TGGGCG30NCGT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF7_ESAI_TGGGCG30NCGT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1535521	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1535521		
PRJEB14744	SAMEA4082887	ERS1253997	ERX1606350	ERR1535522	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1535522/ERR1535522.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1535522/ERR1535522.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF7_ESAI_TGGGCG30NCGT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF7_ESAI_TGGGCG30NCGT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1535522	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1535522		
PRJEB14744	SAMEA4082888	ERS1253998	ERX1606351	ERR1535523	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1535523/ERR1535523.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1535523/ERR1535523.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF7_ESAI_TGGGCG30NCGT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/ATF7_ESAI_TGGGCG30NCGT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1535523	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1535523		
PRJEB14744	SAMEA4082889	ERS1253999	ERX1606352	ERR1535524	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1535524/ERR1535524.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1535524/ERR1535524.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atoh1_ESZ_TAGTCC20NCTT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atoh1_ESZ_TAGTCC20NCTT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1535524	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1535524		
PRJEB14744	SAMEA4082890	ERS1254000	ERX1606353	ERR1535525	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1535525/ERR1535525.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1535525/ERR1535525.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atoh1_ESZ_TAGTCC20NCTT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atoh1_ESZ_TAGTCC20NCTT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1535525	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1535525		
PRJEB14744	SAMEA4082891	ERS1254001	ERX1606354	ERR1535526	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1535526/ERR1535526.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1535526/ERR1535526.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atoh1_ESZ_TAGTCC20NCTT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atoh1_ESZ_TAGTCC20NCTT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1535526	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1535526		
PRJEB14744	SAMEA4082892	ERS1254002	ERX1606355	ERR1535527	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1535527/ERR1535527.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1535527/ERR1535527.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atoh1_ESZ_TAGTCC20NCTT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Atoh1_ESZ_TAGTCC20NCTT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1535527	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1535527		
PRJEB14744	SAMEA4082893	ERS1254003	ERX1606356	ERR1535528	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1535528/ERR1535528.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1535528/ERR1535528.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Barhl1_ESAC_TCAGTC20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Barhl1_ESAC_TCAGTC20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1535528	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1535528		
PRJEB14744	SAMEA4082894	ERS1254004	ERX1606357	ERR1535529	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1535529/ERR1535529.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1535529/ERR1535529.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Barhl1_ESAC_TCAGTC20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Barhl1_ESAC_TCAGTC20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1535529	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1535529		
PRJEB14744	SAMEA4082895	ERS1254005	ERX1606358	ERR1535530	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535530/ERR1535530.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535530/ERR1535530.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Barhl1_ESAC_TCAGTC20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Barhl1_ESAC_TCAGTC20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1535530	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1535530		
PRJEB14744	SAMEA4082896	ERS1254006	ERX1606359	ERR1535531	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1535531/ERR1535531.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1535531/ERR1535531.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Barhl1_ESAC_TCAGTC20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/Barhl1_ESAC_TCAGTC20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1535531	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1535531		
PRJEB14744	SAMEA4082897	ERS1254007	ERX1606360	ERR1535532	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1535532/ERR1535532.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1535532/ERR1535532.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/BARHL2_ESAC_TATTGT20NGTG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/BARHL2_ESAC_TATTGT20NGTG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1535532	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1535532		
PRJEB14744	SAMEA4082898	ERS1254008	ERX1606361	ERR1535533	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1535533/ERR1535533.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1535533/ERR1535533.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/BARHL2_ESAC_TATTGT20NGTG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/BARHL2_ESAC_TATTGT20NGTG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1535533	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1535533		
PRJEB14744	SAMEA4082899	ERS1254009	ERX1606362	ERR1535534	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1535534/ERR1535534.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1535534/ERR1535534.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/BARHL2_ESAC_TATTGT20NGTG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/BARHL2_ESAC_TATTGT20NGTG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1535534	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1535534		
PRJEB14744	SAMEA4082900	ERS1254010	ERX1606363	ERR1535535	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1535535/ERR1535535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1535535/ERR1535535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/BARHL2_ESAC_TATTGT20NGTG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675819/fastq/BARHL2_ESAC_TATTGT20NGTG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1535535	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1535535		
